sha256,image_path,source_project,source_dataset,original_label,unified_label,conflicting_labels,resolution
3f4e19e5653c011c85b52a61c81c110ad624d01b9c7b8c480015d181d6acdc69,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/6_54.jpg,dermassist,Skin_Diseases_Image,Atopic Dermatitis,atopic_dermatitis,atopic_dermatitis|plaque_psoriasis,excluded_all_conflicting_labels
3f4e19e5653c011c85b52a61c81c110ad624d01b9c7b8c480015d181d6acdc69,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_3.jpg,dermassist,Skin_Diseases_Image,Psoriasis,plaque_psoriasis,atopic_dermatitis|plaque_psoriasis,excluded_all_conflicting_labels
3fadcc11d533d82debe145a613a537b1d437ab358bcd44a1729028c19ada1a16,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/test/Nail Fungus and other Nail Disease/alopecia-areata-34.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,alopecia_areata|fungal_nail_infections,kept_protected_original_8:alopecia_areata
3fe723c8fbc325e13f15522a25fd1627ae3cdc9a17f232b7cb4e27a64017d400,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/lichen-planus-83.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,fungal_nail_infections|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
4014fe6c209ede6f1fd3d1ab668a11631461dc5514236e0e533ed7dc310a9eb4,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Acne and Rosacea Photos/minocycline-pigmentation-12.jpg,dermassist,DermNet,Acne,acne_vulgaris,acne_vulgaris|drug_eruptions,excluded_all_conflicting_labels
4014fe6c209ede6f1fd3d1ab668a11631461dc5514236e0e533ed7dc310a9eb4,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Exanthems and Drug Eruptions/minocycline-pigmentation-12.jpg,dermassist,DermNet,Drug Eruption,drug_eruptions,acne_vulgaris|drug_eruptions,excluded_all_conflicting_labels
4014fe6c209ede6f1fd3d1ab668a11631461dc5514236e0e533ed7dc310a9eb4,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin Diseases/kaggle/val/3. Akne/minocycline-pigmentation-12.jpg,dermassist,Skin_Diseases_Kaggle,Acne,acne_vulgaris,acne_vulgaris|drug_eruptions,excluded_all_conflicting_labels
403443d1a39b843f29a2bd07d8e57588a6b33e2d9c1e289c4da24d8972a8c943,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/lichen-planus-195.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,fungal_nail_infections|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
4044ed3928eda37df49080e3cec9e4bbb1d81d685743f27403e33354212f0691,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/lichen-planus-152.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,fungal_nail_infections|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
4075e5c20a6e159f987283adc641e249f5605cdaf29a6d8c5848a7573228d0d3,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Lupus and other Connective Tissue diseases/rheumatoid-nodule-7.jpg,dermassist,DermNet,Lupus Cutaneous,lupus_related_skin_lesions,drug_eruptions|lupus_related_skin_lesions,excluded_all_conflicting_labels
4075e5c20a6e159f987283adc641e249f5605cdaf29a6d8c5848a7573228d0d3,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Systemic Disease/rheumatoid-nodule-7.jpg,dermassist,DermNet,Drug Eruption,drug_eruptions,drug_eruptions|lupus_related_skin_lesions,excluded_all_conflicting_labels
40a8317755d84fa0020d0a08692ae98a2f1d9a8b3e799eded1dbc89ec8646d4b,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/alopecia-areata-102.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,alopecia_areata|fungal_nail_infections,kept_protected_original_8:alopecia_areata
40c8419177526dc7f038b9f012130dbb555652b98dd4c4acdd298f73055ff186,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-diaper-25.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
415b3d36213b6018a8c3bf7b6e6ba72cdca8878105d374ac6328e921d98ea914,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/alopecia-areata-20.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,alopecia_areata|fungal_nail_infections,kept_protected_original_8:alopecia_areata
42f3921def6a3e09fb0f4b80ca2eea69cc6d8cf8a93b971df0178314536684c7,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-143.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
430d921191d4d4599c2bfeeabe0569fa07a73a7ff398bd6cdc2dba78adca81db,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/6_219.jpg,dermassist,Skin_Diseases_Image,Verruca,warts,plaque_psoriasis|warts,kept_protected_original_8:plaque_psoriasis
431a496c563cc42e1a26f5efce9984de49320fd9e1dc1050c3e048665ebbd6c3,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/lichen-planus-128.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,fungal_nail_infections|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
4369f461dc520062fe5677a1934d951622108fd89b8633e5780ae0d9df5a0789,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-diaper-6.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
43980ffbb862f2515d5df29b2d2fb02d1997fad6aae75222ca1ba88b654be68f,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/lichen-planus-131.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,fungal_nail_infections|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
449ac2935d8973ca203ed0ebd2c4e05c3b892b98a366c67567f9d1953bfcdf98,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/lichen-planus-187.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,fungal_nail_infections|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
4516bec24874d7a8a05c2d94a8e6c75099877606481903e382a8d56edcc50ddc,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-138.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
452fae0bea73862b2dfcbfc546f130e551061fb2f717029bb71221795f5a4622,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-180.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
45756c824501f5fef7a03989104cf2bb923d9f6b7be4058bd9c30500bc421ce3,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/13Candida040701.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
45d0a75e7350170a8549c811bff4d13a24dc6949fad9f2a0ad783864db1e015f,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/6_94.jpg,dermassist,Skin_Diseases_Image,Atopic Dermatitis,atopic_dermatitis,atopic_dermatitis|plaque_psoriasis,excluded_all_conflicting_labels
45d0a75e7350170a8549c811bff4d13a24dc6949fad9f2a0ad783864db1e015f,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_1.jpg,dermassist,Skin_Diseases_Image,Psoriasis,plaque_psoriasis,atopic_dermatitis|plaque_psoriasis,excluded_all_conflicting_labels
45e533e7832dda36a1adcfe684991922fb8df1768e580048c94a66c8f1e68003,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Lupus and other Connective Tissue diseases/rheumatoid-nodule-2.jpg,dermassist,DermNet,Lupus Cutaneous,lupus_related_skin_lesions,drug_eruptions|lupus_related_skin_lesions,excluded_all_conflicting_labels
45e533e7832dda36a1adcfe684991922fb8df1768e580048c94a66c8f1e68003,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Systemic Disease/rheumatoid-nodule-2.jpg,dermassist,DermNet,Drug Eruption,drug_eruptions,drug_eruptions|lupus_related_skin_lesions,excluded_all_conflicting_labels
4621d2e2f2e6a879287f4c0d3775a497513b11de847f458fc66ae03e2000f3b2,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Acne and Rosacea Photos/minocycline-pigmentation-9.jpg,dermassist,DermNet,Acne,acne_vulgaris,acne_vulgaris|drug_eruptions,excluded_all_conflicting_labels
4621d2e2f2e6a879287f4c0d3775a497513b11de847f458fc66ae03e2000f3b2,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Exanthems and Drug Eruptions/minocycline-pigmentation-9.jpg,dermassist,DermNet,Drug Eruption,drug_eruptions,acne_vulgaris|drug_eruptions,excluded_all_conflicting_labels
4621d2e2f2e6a879287f4c0d3775a497513b11de847f458fc66ae03e2000f3b2,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin Diseases/kaggle/test/3. Akne/minocycline-pigmentation-9.jpg,dermassist,Skin_Diseases_Kaggle,Acne,acne_vulgaris,acne_vulgaris|drug_eruptions,excluded_all_conflicting_labels
4703fe1bcae2b351225c8f238998762b52d8c1b75ca81461990c8e58ac29135b,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-165.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
4724962c755ab6dd93ff1244f23c075af39a5bb3cbed4fdcd1b74d9a42eb788f,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candida-penis-21.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
4742562e959063d627ff7a908b965d14f3ce944c92140bd2da64676f6ece8880,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/test/Nail Fungus and other Nail Disease/lichen-planus-198.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,fungal_nail_infections|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
4790f03b54abbfc3917d2bbf55b882e70ded42022ffe06f7b4557d6b09faa167,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/6_160.jpg,dermassist,Skin_Diseases_Image,Atopic Dermatitis,atopic_dermatitis,atopic_dermatitis|plaque_psoriasis,excluded_all_conflicting_labels
4790f03b54abbfc3917d2bbf55b882e70ded42022ffe06f7b4557d6b09faa167,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/16_39.jpg,dermassist,Skin_Diseases_Image,Psoriasis,plaque_psoriasis,atopic_dermatitis|plaque_psoriasis,excluded_all_conflicting_labels
48528e8c64a78ae4a80ef081a278849489c83451fd79bda107f7f02e319f0c06,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-166.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
485ee11f6ed3f3c3f514c87bd549d67e8ce9154063af12125db04dff70756aae,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candida-penis-42.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
48d5f0b9acaea27dee7c0041b993d729ef89dada183961852eaa634ae0d71845,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/test/Nail Fungus and other Nail Disease/alopecia-areata-75.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,alopecia_areata|fungal_nail_infections,kept_protected_original_8:alopecia_areata
49512d518470a941eb7bea6024d09ff69cd73befa1399995a75169bc70ce3126,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-mouth-7.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
4a01a7b7577fd19710432d5324cf5014a1c1091854e3c6387e63653b0f72aac8,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/alopecia-areata-37.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,alopecia_areata|fungal_nail_infections,kept_protected_original_8:alopecia_areata
4a22d4224a4483fd9dd5de248156f3ec9b04623bca44e39d4ad68aa7395cbb68,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-95.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
4a702c1318c84e3fb613067ce62c6b7a04b9055427410faae2eabad8ba82510c,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Exanthems and Drug Eruptions/viral-exanthems-12.jpg,dermassist,DermNet,Drug Eruption,drug_eruptions,drug_eruptions|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
4a75cf4178383de3c445e457f71730d72b761cc3c2c60fb434cf42e3352e46c5,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-90.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
4a7cf1f2fbfeedb679192c66fc7e3b9f5307f77c554977bd16750a196bbf9b60,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/test/Nail Fungus and other Nail Disease/alopecia-areata-33.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,alopecia_areata|fungal_nail_infections,kept_protected_original_8:alopecia_areata
4a9817e6be2923a762922d559d867c7368df51d6f615783c3151517f5ff080fc,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/test/Nail Fungus and other Nail Disease/alopecia-areata-32.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,alopecia_areata|fungal_nail_infections,kept_protected_original_8:alopecia_areata
4a99f1d0cebb0edc92689c6428381afb99b7db5739f6871443ce7eb5cd0c8a8a,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/6_161.jpg,dermassist,Skin_Diseases_Image,Atopic Dermatitis,atopic_dermatitis,atopic_dermatitis|plaque_psoriasis,excluded_all_conflicting_labels
4a99f1d0cebb0edc92689c6428381afb99b7db5739f6871443ce7eb5cd0c8a8a,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_32.jpg,dermassist,Skin_Diseases_Image,Psoriasis,plaque_psoriasis,atopic_dermatitis|plaque_psoriasis,excluded_all_conflicting_labels
4a9ee645f099f85f67e776445ecb566ebd3554f58d8e8e9126a9664e91004267,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/lichen-planus-203.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,fungal_nail_infections|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
4b32df7e7d6f7e69f5ed5d1e6b4744a1a4a61501dc16647dcf32ea5c1b5f7dfc,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Psoriasis/facial-psoriasis21__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,devraj,selected_900plus_final,plaque_psoriasis,plaque_psoriasis,atopic_dermatitis|plaque_psoriasis,excluded_all_conflicting_labels
4b32df7e7d6f7e69f5ed5d1e6b4744a1a4a61501dc16647dcf32ea5c1b5f7dfc,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/6_69.jpg,dermassist,Skin_Diseases_Image,Atopic Dermatitis,atopic_dermatitis,atopic_dermatitis|plaque_psoriasis,excluded_all_conflicting_labels
4b32df7e7d6f7e69f5ed5d1e6b4744a1a4a61501dc16647dcf32ea5c1b5f7dfc,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_22.jpg,dermassist,Skin_Diseases_Image,Psoriasis,plaque_psoriasis,atopic_dermatitis|plaque_psoriasis,excluded_all_conflicting_labels
4b9604cd8aa65eaf3b74570209ab8a6ba542dcbd4dca15b3194af17e293ff331,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candida-groin-2.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
4c237fa24ceac06b35befbf4988428f3c776b7e563ce48d604f35033d9aef2ae,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/6_29.jpg,dermassist,Skin_Diseases_Image,Verruca,warts,plaque_psoriasis|warts,kept_protected_original_8:plaque_psoriasis
4c2b9d01e87942464a702b40681083481155835d4bc5e10d7a96bc49ab7ab149,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-118.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
4c87e6a0134877efc6b675535a8d70ef14ab5100a63ebd3acd03c4f6f469bdf3,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-156.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
4ca2ca1748e839df32177df083851212f4629c5afb2e2711370bdc08b0f180f5,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-179.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
4da0adadddca677c787868f5fe193b3bbd5c8da73408b2424856189165df818f,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/lichen-planus-110.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,fungal_nail_infections|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
4da5f59676471179b0cb9db866e39e23a9506781507f3b1a166dc7a15f15dbc7,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Acne and Rosacea Photos/minocycline-pigmentation-1.jpg,dermassist,DermNet,Acne,acne_vulgaris,acne_vulgaris|drug_eruptions,excluded_all_conflicting_labels
4da5f59676471179b0cb9db866e39e23a9506781507f3b1a166dc7a15f15dbc7,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/test/Exanthems and Drug Eruptions/minocycline-pigmentation-1.jpg,dermassist,DermNet,Drug Eruption,drug_eruptions,acne_vulgaris|drug_eruptions,excluded_all_conflicting_labels
4da5f59676471179b0cb9db866e39e23a9506781507f3b1a166dc7a15f15dbc7,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin Diseases/kaggle/train/3. Akne/minocycline-pigmentation-1.jpg,dermassist,Skin_Diseases_Kaggle,Acne,acne_vulgaris,acne_vulgaris|drug_eruptions,excluded_all_conflicting_labels
4ef325c104e0da9481e8d363229e25231d5acf624db381a6a5bd87b16ba7cf34,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-116.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
4fd3036351a5b02a768964e591ace3f193fc396fe19cdde5fc8855ed2cc9ce6c,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/6_45.jpg,dermassist,Skin_Diseases_Image,Atopic Dermatitis,atopic_dermatitis,atopic_dermatitis|plaque_psoriasis,excluded_all_conflicting_labels
4fd3036351a5b02a768964e591ace3f193fc396fe19cdde5fc8855ed2cc9ce6c,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Skin diseases image dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/16_38.jpg,dermassist,Skin_Diseases_Image,Psoriasis,plaque_psoriasis,atopic_dermatitis|plaque_psoriasis,excluded_all_conflicting_labels
4ff57efbd98e88fcf1d158552e7c9e2add20341e9e8c8c43f92aabe5de487a97,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-93.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
501c13bb51ac40c566aacd7590b9cc546ce4f45cec938cac59fe8ec463cd93aa,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/1311__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
50f515e899ecf9b628d9440805b9b6f8bd85d943f774145f8020346d6ecfb547,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-140.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
51b77a41cdbb64c874ae34824dd74d366aaaacb91e4dbaa022b53466cb84dedd,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/test/Nail Fungus and other Nail Disease/lichen-planus-118.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,fungal_nail_infections|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
51ef83231b1362874f727490337535726fcf99f3e62aa4a16f251715aaad8b31,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Candidiasis/candidiasis-large-skin-folds-89.jpeg,devraj,pacific_train,Candidiasis,candidiasis,candidiasis|tinea_corporis,kept_protected_original_8:tinea_corporis
520f4cb153744f46ae3bf6df987f86417d10449d97bb58f21760315da359bc37,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Cellulitis Impetigo and other Bacterial Infections/pitted-keratolysis-1.jpg,dermassist,DermNet,Cellulitis,cellulitis,cellulitis|tinea_corporis,kept_protected_original_8:tinea_corporis
52779b5691bf93fd77d5ba0461f8ee27a765b5d26c6d5e59b305355e86260d57,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/lichen-planus-211.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,fungal_nail_infections|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
5343763a18759d9250288a0a965ffbf10dd697df77620744ee7ac4ebd26e2141,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/lichen-planus-98.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,fungal_nail_infections|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
545cd008ce9b4fe9103d648f92d5d6066e6062325daac093e4127d362b5660bd,/backup/TeleDerm/Derma/Open_Source_Datasets/18-03-2026/Kaggle new datasets/Dermnet/train/Nail Fungus and other Nail Disease/lichen-planus-109.jpg,dermassist,DermNet,Nail Fungus,fungal_nail_infections,fungal_nail_infections|plaque_psoriasis,kept_protected_original_8:plaque_psoriasis
