class_name,image_path,resolved_path,width,height,mean_brightness,std_brightness,blur_score,issue_type,recommended_action,details
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__642d3f1797e29add.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0067940.jpg,1024,1024,154.4146,37.1390,27.5074,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6433ba12b5deb451.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0072108.jpg,1024,1024,118.2456,65.6197,47.9808,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6433e343055075a1.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0054930.jpg,1024,1024,171.3729,21.5551,11.7667,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6434f5bfc73710a4.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0071979.jpg,1024,1024,143.7333,37.3567,27.7275,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__645df07e43ffd8c0.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0058555.jpg,1024,1024,140.6403,36.4601,22.4963,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__648e0927a0382d03.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0057755.jpg,1024,1024,163.8752,22.2979,44.5069,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__64a860b6ced2c307.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0069886.jpg,1024,1024,162.6680,20.8010,16.1067,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__64ec7be9c68da9c3.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0070345.jpg,1024,1024,144.4587,6.5502,19.8903,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6532b62c54f40356.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0055119.jpg,1024,1024,53.5839,77.4570,12.1902,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6541256b41f629fc.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0057069.jpg,1024,1024,144.0995,23.1913,10.8268,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__657c2dad1a297856.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0057804.jpg,1024,1024,133.9892,44.3706,28.2423,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__65803de898aea6d4.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0059128.jpg,1024,1024,164.0632,56.5793,10.9665,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6585661f36f0b931.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0057175.jpg,1024,1024,146.2297,60.3831,15.8003,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__659529fe86e44a36.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0056875.jpg,1024,1024,149.5149,53.8702,13.1870,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__659cefb564add95f.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0063858.jpg,1024,1024,174.8775,30.9441,12.3263,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__659f13aadd623c8e.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0062070.jpg,1024,1024,157.9199,55.1888,25.2361,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__65b3c3123f051026.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0056703.jpg,1024,1024,156.7998,29.1607,10.2244,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__65bb5bfa53de27aa.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0059811.jpg,1024,1024,187.5507,50.3309,18.1929,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__65c36217adff5c49.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0060168.jpg,1024,1024,170.1534,13.9519,13.2975,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__65f373eccd0d3fcf.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0057909.jpg,1024,1024,137.9644,16.7984,19.8369,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__65f5f64fabb5971e.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0060414.jpg,1024,1024,159.1761,15.1552,18.4767,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__663d14fd6a53b63c.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0055768.jpg,1024,1024,130.3265,25.9697,12.3346,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__664864ede5232268.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0064629.jpg,1024,1024,144.8859,21.3271,12.6737,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__664b4130779378ef.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0053733.jpg,1024,1024,126.0147,14.3768,23.2017,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__66dfc7fe2895c7dc.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0065143.jpg,1024,1024,95.6543,80.1922,25.5203,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__66e725b82893c091.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0068402.jpg,1024,1024,122.1605,38.0171,18.3209,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__66ebcc2bb5342605.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0070843.jpg,1024,1024,139.2158,36.5711,31.7830,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__66f75610996ff4a8.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0054790.jpg,1024,1024,144.9372,52.6647,38.4501,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6716e932bac6c476.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0060338.jpg,1024,1024,163.1433,20.8560,11.3232,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6717b6383de6b601.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0058765.jpg,1024,1024,122.8928,34.1735,43.4200,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__675282674c4bb6b2.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0062962.jpg,1024,1024,175.4332,15.0145,11.8214,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__676b6b1e17cb404f.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0059449.jpg,1024,1024,131.9120,69.5075,18.2923,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__678676b58dbb3516.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0065212.jpg,1024,1024,92.0230,77.2457,18.0385,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__678937411900abfa.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0061490.jpg,1024,1024,50.7085,73.4257,28.4617,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6796cecdbf405fe5.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0066852.jpg,1024,1024,122.3142,50.3087,20.5596,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__67a00ae965cb1122.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0056588.jpg,1024,1024,160.5216,63.6927,34.8251,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__67a6c36915757840.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0072515.jpg,1024,1024,145.1676,50.1860,31.0068,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__681208e04fe28dd9.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0065835.jpg,1024,1024,174.5041,39.3961,22.6655,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__683ad83c3bad2cdc.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0054338.jpg,1024,1024,138.6709,22.7246,19.7037,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__683c27ddf6c2cfd2.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0054144.jpg,1024,1024,185.7980,11.8799,12.3169,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__688c89ff67962481.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0069047.jpg,1024,1024,152.3912,26.0931,49.7493,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__68987bc0b63813c1.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0071441.jpg,1024,1024,153.2929,43.7407,33.7118,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__68b180b9acdda006.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0065649.jpg,1024,1024,109.3174,67.5670,23.7320,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__68b59fc9715d2978.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0073128.jpg,1024,1024,118.3729,9.2874,11.7123,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__68d5bfd794b1db90.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0057213.jpg,1024,1024,153.9278,26.7456,32.4501,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__68e8e7ec3967154b.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0059366.jpg,1024,1024,114.1745,49.0868,47.7074,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__68ed2c95edd74ff2.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0055444.jpg,1024,1024,106.6790,17.9388,11.6536,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__68f4a2bf97f3cf55.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0056889.jpg,1024,1024,104.8617,44.9491,30.1544,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6933c14cbe6e9a80.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0060020.jpg,1024,1024,179.5134,12.8475,41.6521,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__69881d3e1f40a3f6.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0073247.jpg,1024,1024,90.8392,72.9388,14.8805,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__69a0410227cc4054.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0059673.jpg,1024,1024,125.4625,31.4249,35.0568,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__69a09ed292cd11bc.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0060880.jpg,1024,1024,171.3294,12.0770,16.1411,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__69ceae5dea434619.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0056229.jpg,1024,1024,141.3181,59.7142,17.7873,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__69d2349b63af2c8c.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0060372.jpg,1024,1024,154.7072,25.3477,18.8825,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__69da7d0a93ae96a9.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0053534.jpg,1024,1024,174.3856,15.7421,20.4496,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6aade78d4da6a402.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0061481.jpg,1024,1024,118.8717,49.4592,18.0622,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6aead2eadeeafa98.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0068240.jpg,1024,1024,132.1339,31.6473,14.7342,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6aefbcbbb2878264.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0054866.jpg,1024,1024,98.3163,71.4237,23.6167,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6b257fa73a418c9e.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0065108.jpg,1024,1024,144.8366,44.2098,44.8036,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6b38383bf2c7d63f.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0066054.jpg,1024,1024,140.4466,19.3534,19.4211,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6b5304a276d67693.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0070701.jpg,1024,1024,91.2507,77.4101,28.7222,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6b724dbac0657ba5.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0064236.jpg,1024,1024,124.9131,62.5235,14.5806,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6b93a31817c6e285.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0062288.jpg,1024,1024,167.1237,26.0333,24.7492,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6bbc1c3f4f34f3e1.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0072914.jpg,1024,1024,132.3823,20.6091,18.2786,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6bcb611d706fec68.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0060209.jpg,1024,1024,148.8993,20.5434,11.1775,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6bd8a9a356e9716b.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0068136.jpg,1024,1024,95.4911,85.6714,17.5536,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6bd9103125cfae8c.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0054481.jpg,1024,1024,132.6505,39.7585,11.2943,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6bebf1e4ab17d919.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0071513.jpg,1024,1024,86.1968,73.0633,20.9048,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6c37cea10b5801fa.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0064608.jpg,1024,1024,61.8784,87.8631,10.4219,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6c4bc9ce7317fc17.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0069577.jpg,1024,1024,135.6587,39.2077,14.3386,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6c7e4bf483dfb878.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0060107.jpg,1024,1024,151.0459,11.8841,15.5258,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6c8f5ba27e6521df.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0063649.jpg,1024,1024,160.0219,13.5914,13.5933,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
basal_cell_carcinoma,/backup/Intern/combine_skindiseaseclassifier_devraj/data/selected_images/basal_cell_carcinoma/dermassist__bcn20000__6c9925861959d48a.jpg,/backup/TeleDerm/Derma/ISIC Archive JPG/BCN20000/ISIC_0065540.jpg,1024,1024,52.5310,77.2496,14.6209,slightly_blurry,keep_review_optional,Soft image. Usually kept for skin-disease training unless visually useless.
